Titles,math.AG,math.NT
On generic supercuspidal representations of $Sp_{2n}$,0.0,1.0
Pencilled regular parallelisms,1.0,0.0
Distributions of full and non-full words in beta-expansions,0.0,1.0
Finiteness of \'etale fundamental groups by reduction modulo $p$,1.0,0.0
Toric weak Fano varieties associated to building sets,1.0,0.0
An improved remainder estimate in the Weyl formula for the planar disk,0.0,1.0
A generalization of K\'atai's orthogonality criterion with applications,0.0,1.0
Chern classes and Gromov--Witten theory of projective bundles,1.0,0.0
Additive Combinatorics: A Menu of Research Problems,0.0,1.0
"On an equation involving fractional powers with prime numbers of a
  special type",0.0,1.0
Angles of Gaussian primes,0.0,1.0
The real plane Cremona group is a non-trivial amalgam,1.0,0.0
On some polynomials and series of Bloch-Polya Type,0.0,1.0
A method for construction of rational points over elliptic curves,1.0,1.0
"Jordan properties of automorphism groups of certain open algebraic
  varieties",1.0,0.0
Classification of toric manifolds over an $n$-cube with one vertex cut,1.0,0.0
"Half-Integral Weight Modular Forms and Modular forms for Weil
  representations",0.0,1.0
"The GIT moduli of semistable pairs consisting of a cubic curve and a
  line on ${\mathbb P}^{2}$",1.0,0.0
Whittaker models for depth zero representations of covering groups,0.0,1.0
"L-groups and the Langlands program for covering groups: a historical
  introduction",0.0,1.0
"Counting the solutions of $\lambda_1 x_1^{k_1}+\cdots +\lambda_t
  x_t^{k_t}\equiv c\bmod{n}$",0.0,1.0
Toric Varieties vs. Horofunction Compactifications of Polyhedral Norms,1.0,0.0
Topological computation of some Stokes phenomena on the affine line,1.0,0.0
Moduli spaces of curves in tropical varieties,1.0,0.0
"Special values of $L$-functions and the refined Gan-Gross-Prasad
  conjecture",0.0,1.0
Four integer parametrizations for the monoclinic Diophantine piped,0.0,1.0
"Chow groups of conic bundles in $\mathbb P^5$ and the Generalised
  Bloch's conjecture",1.0,0.0
Ulrich bundles on smooth projective varieties of minimal degree,1.0,0.0
On deep holes of generalized projective Reed-Solomon codes,0.0,1.0
"On the value-distributions of logarithmic derivatives of Dedekind zeta
  functions",0.0,1.0
Metric Mahler measures over number fields,0.0,1.0
Hodge theory in combinatorics,1.0,0.0
Theorem of the heart in negative K-theory for weight structures,1.0,0.0
The extension of some D(4)-pairs,0.0,1.0
"Bounded gaps between primes and the length spectra of arithmetic
  hyperbolic 3-orbifolds",0.0,1.0
"Real zeros of Hurwitz zeta-functions and their asymptotic behavior in
  the interval $(0,1)$",0.0,1.0
Rational points on non-normal hypercubics,1.0,1.0
Diagonal forms of higher degree over function fields of $p$-adic curves,1.0,1.0
The Galois group of the category of mixed Hodge-Tate structures,1.0,0.0
"On the analytic properties of intertwining operators II: local degree
  bounds and limit multiplicities",0.0,1.0
On the splitting of the Kummer exact sequence,1.0,0.0
Non-Archimedean and tropical theta functions,1.0,1.0
On the modularity of endomorphism algebras,0.0,1.0
"Stability conditions, $\tau$-tilting Theory and Maximal Green Sequences",1.0,0.0
An equation about sum of primes with digital sum constraints,0.0,1.0
On the splitting of Lazarsfeld-Mukai bundles on K3 surfaces II,1.0,0.0
A note on Fibonacci number of even index,0.0,1.0
Tropical moduli spaces of stable maps to a curve,1.0,0.0
Classifying Galois groups of small iterates via rational points,0.0,1.0
Lifting of Modular Forms,0.0,1.0
"A Bogomolov unobstructedness theorem for log-symplectic manifolds in
  general position",1.0,0.0
"Extended stirling polynomials of the second kind and extended Bell
  polynomials",0.0,1.0
Normal bundles of rational curves on complete intersections,1.0,0.0
"Brill-Noether theorems and globally generated vector bundles on
  Hirzebruch surfaces",1.0,0.0
Factorization systems on (stable) derivators,1.0,0.0
Dedekind sums take each value infinitely many times,0.0,1.0
On the error term of a lattice counting problem,0.0,1.0
The Tangent and Secant Variety to a Generic Projective $K3$ Surface,1.0,0.0
"Inflectionary Invariants for Isolated Complete Intersection Curve
  Singularities",1.0,0.0
"Hyperelliptic Curves with Maximal Galois Action on the Torsion Points of
  their Jacobians",1.0,1.0
"New examples of complete Calabi-Yau metrics on $\mathbb{C}^n$ for $n\ge
  3$",1.0,0.0
Variations of BPS structure and a large rank limit,1.0,0.0
On the $\mu$-ordinary locus of a Shimura variety,1.0,1.0
On Fujita's conjecture for pseudo-effective thresholds,1.0,0.0
Tautological classes with twisted coefficients,1.0,0.0
Automatic sequences and generalised polynomials,0.0,1.0
Arithmetic aspects of the Burkhardt quartic threefold,1.0,1.0
Counting periodic points over finite fields,0.0,1.0
The unpolarized Shafarevich Conjecture for K3 Surfaces,0.0,1.0
Sarnak's saturation problem for complete intersections,0.0,1.0
A polynomial variant of a problem of Diophantus and its consequences,0.0,1.0
Distinguishing $\Bbbk$-configurations,1.0,0.0
Geometry of symmetric group-based models,1.0,0.0
Moments of the error term in the Sato-Tate law for elliptic curves,0.0,1.0
Zero-loci of Brauer group elements on semi-simple algebraic groups,1.0,1.0
Rigorous computation of the endomorphism ring of a Jacobian,1.0,1.0
Shimura curves and the abc conjecture,0.0,1.0
Hyperelliptic quotients of generalized Humbert curves,1.0,0.0
Elliptic and K-theoretic stable envelopes and Newton polytopes,1.0,0.0
"Counting one sided simple closed geodesics on Fuchsian thrice punctured
  projective planes",0.0,1.0
Localization of Bott-Chern classes and Hermitian residues,1.0,0.0
On the Characteristic Polynomial of the Gross Regulator Matrix,0.0,1.0
Localizing virtual structure sheaves by cosections,1.0,0.0
An Efficient Algebraic Criterion for Shellability,1.0,0.0
A Demazure crystal construction for Schubert polynomials,1.0,0.0
Fixed points of endomorphisms of complex tori,1.0,0.0
Some remarks on the asymmetric sum--product phenomenon,0.0,1.0
Numerical evidence for higher order Stark-type conjectures,0.0,1.0
Wright's Fourth Prime,0.0,1.0
Lattices of minimal covolume in SL_n(R),0.0,1.0
"Explicit formulas and vanishing conditions for certain coefficients of
  Drinfeld-Goss Hecke eigenforms",0.0,1.0
"Infinitely generated symbolic Rees rings of space monomial curves having
  negative curves",1.0,0.0
Hodge-elliptic genera and how they govern K3 theories,1.0,0.0
A remark on the Alexandrov-Fenchel inequality,1.0,0.0
"Asymptotics of linear systems, with connections to line arrangements",1.0,0.0
On certain zeta functions associated with Beatty sequences,0.0,1.0
On specializations of minimal $p$-divisible groups,1.0,0.0
"Chow Rings of Mp_{0,2}(N,d) and Mbar_{0,2}(P^{N-1},d) and Gromov-Witten
  Invariants of Projective Hypersurfaces of Degree 1 and 2",1.0,0.0
The Shimura-Waldspurger correspondence for $\mathrm{Mp}_{2n}$,0.0,1.0
Maximal rank of space curves in the range A,1.0,0.0
Non Uniform Projections of Surfaces in $\mathbb{P}^3$,1.0,0.0
Character sums with smooth numbers,0.0,1.0
Tangent Cones to TT Varieties,1.0,0.0
Hyperelliptic Jacobians and isogenies,1.0,0.0
"Maximum Number of Common Zeros of Homogeneous Polynomials over Finite
  Fields",1.0,0.0
"The Frobenius morphism on flag varieties, II",1.0,0.0
Sanya lectures : geometry of spherical varieties,1.0,0.0
"Elliptic Zeta functions and equivariant functions,",0.0,1.0
Feynman quadrics-motive of the massive sunset graph,1.0,0.0
Irrationality of threefolds via Weil's conjectures,1.0,0.0
Pursuing polynomial bounds on torsion,0.0,1.0
Quantum K-theory of Quiver Varieties and Many-Body Systems,1.0,0.0
Explicit reciprocity for higher local fields,0.0,1.0
The Pentagonal Inequality,0.0,1.0
"Chow motives without projectivity, II",1.0,0.0
Functoriality properties of the dual group,1.0,0.0
Extremal rays in the Hermitian eigenvalue problem,1.0,0.0
Contractibility of the stability manifold for silting-discrete algebras,1.0,0.0
Non-reduced moduli spaces of sheaves on multiple curves,1.0,0.0
On a conjecture of George Beck,0.0,1.0
Bloch's conjecture on surfaces of general type with an involution,1.0,0.0
A geometric perspective on Landau's problem over function fields,0.0,1.0
Pseudo-split fibres and arithmetic surjectivity,1.0,1.0
On the moments of the gaps between consecutive primes,0.0,1.0
On the Riemann-Roch formula without projective hypothesis,1.0,0.0
Special cases of the orbifold version of Zvonkine's $r$-ELSV formula,1.0,0.0
"Annihilators of the ideal class group of a cyclic extension of an
  imaginary quadratic field",0.0,1.0
Compactness criteria for real algebraic sets and newton polyhedra,1.0,0.0
Infinitary superperfect numbers,0.0,1.0
"Intersections of $\omega$ classes in $\overline{\mathcal{M}}_{g,n}$",1.0,0.0
Nearly Commuting Matrices,1.0,0.0
"Double $J$-function of stable quasimap invariants for complete
  intersection in Grassmannian",1.0,0.0
"Discriminant of the ordinary transversal singularity type. The local
  aspects",1.0,0.0
Prony's method under an almost sharp multivariate Ingham inequality,1.0,0.0
"Relative stability associated to quantised extremal K\""ahler metrics",1.0,0.0
"The {\L}ojasiewicz exponent for weighted homogeneous polynomials of two
  real variables",1.0,0.0
Local Conjugacy in $\text{GL}_2(\mathbb{Z}/p^2\mathbb{Z})$,0.0,1.0
Tropical Combinatorial Nullstellensatz and Sparse Polynomials,1.0,0.0
"Endomorphism Algebras of Abelian varieties with special reference to
  Superelliptic Jacobians",1.0,1.0
"Characterization of Calabi--Yau variations of Hodge structure over tube
  domains by characteristic forms",1.0,0.0
HOMFLYPT homology of Coxeter links,1.0,0.0
Etale Steenrod operations and the Artin-Tate pairing,1.0,1.0
On distribution of continuous sequences,0.0,1.0
A natural probability measure derived from Stern's diatomic sequence,0.0,1.0
Euler systems for GSp(4),0.0,1.0
"The FFRT property of two-dimensional normal graded rings and orbifold
  curves",1.0,0.0
"R\'esultat g\'eom\'etrique sur les repr\'esentations de groupes
  r\'eductifs sur un corps ultram\'etrique",0.0,1.0
"Divisibility in paired progressions, Goldbach's conjecture, and the
  infinitude of prime pairs",0.0,1.0
Notes on J-Holomorphic Maps,1.0,0.0
"A Diophantine approximation problem with two primes and one $k$-th power
  of a prime",0.0,1.0
More new classes of permutation trinomials over $\mathbb{F}_{2^n}$,0.0,1.0
Equivariant Quantum Cohomology of the Odd Symplectic Grassmannian,1.0,0.0
"On the difference in values of the Euler totient function near prime
  arguments",0.0,1.0
Generating Special Arithmetic Functions by Lambert Series Factorizations,0.0,1.0
Sums of fourth powers of Fibonacci and Lucas numbers,0.0,1.0
"Voisin's Conjecture for Zero--cycles on Calabi--Yau Varieties and their
  Mirrors",1.0,0.0
"On the existence of birational surjective parametrizations of affine
  surfaces",1.0,0.0
"Approximation and interpolation of regular maps from affine varieties to
  algebraic manifolds",1.0,0.0
Mock modularity of the $M_d$-rank of overpartitions,0.0,1.0
"Rational points on solvable curves over $\mathbb{Q}$ via non-abelian
  Chabauty",1.0,1.0
"Moduli map of second fundamental forms on a nonsingular intersection of
  two quadrics",1.0,0.0
A universal Torelli theorem for elliptic surfaces,1.0,1.0
Divisibilities among nodal curves,1.0,0.0
"Hochschild Cohomology and Deformation Quantization of Affine Toric
  Varieties",1.0,0.0
"Slow continued fractions, transducers, and the Serret theorem",0.0,1.0
"Nori fundamental gerbe of essentially finite covers and Galois closure
  of towers of torsors",1.0,1.0
Conjecture $\mathcal{O}$ holds for the odd symplectic Grassmannian,1.0,0.0
Monodromy representations and surfaces with maximal Albanese dimension,1.0,0.0
"Representation type via Euler characteristics and singularities of
  quiver Grassmannians",1.0,0.0
"On the geometry of the moduli space of sheaves supported on curves of
  genus two in a quadric surface",1.0,0.0
Grothendieck ring of varieties with finite groups actions,1.0,0.0
Group Compactifications and Moduli Spaces,1.0,0.0
Azumaya algebras and canonical components,1.0,1.0
Fermionic approach to weighted Hurwitz numbers and topological recursion,1.0,0.0
"The subregular unipotent contribution to the geometric side of the
  Arthur trace formula for the split exceptional group $G_2$",0.0,1.0
Egyptian Fractions and Prime Power Divisors,0.0,1.0
On The Prime Numbers In Intervals,0.0,1.0
Hilbert Transforms and Sum Rules of Bessel Moments,0.0,1.0
"Semistability, modular lattices, and iterated logarithms",1.0,0.0
"Sign changes of a product of Dirichlet characters and Fourier
  coefficients of Hecke eigenforms",0.0,1.0
Discrete series of odd general spin groups,0.0,1.0
"Unimodular ICIS, a Classifier",1.0,0.0
"Scalar curvature, Kodaira dimension and $\hat A$-genus",1.0,0.0
Affine geometry of strata of differentials,1.0,0.0
"Tuples of polynomials over finite fields with pairwise coprimality
  conditions",0.0,1.0
Twisted moments of L-functions and spectral reciprocity,0.0,1.0
Quadratic Frobenius probable prime tests costing two selfridges,0.0,1.0
Boundedness questions for Calabi-Yau threefolds,1.0,0.0
Iterated Elliptic and Hypergeometric Integrals for Feynman Diagrams,1.0,0.0
Non Projected Calabi-Yau Supermanifolds over $\mathbb{P}^2$,1.0,0.0
On the rationality problem for quadric bundles,1.0,0.0
Quadric surface bundles over surfaces and stable rationality,1.0,0.0
Supergeometry of $\Pi$-Projective Spaces,1.0,0.0
Intersections of three quadrics in $\mathbb{P}^7$,1.0,0.0
"Reversed Dickson polynomials of the $(k+1)$-th kind over finite fields,
  II",0.0,1.0
Random Flag Complexes and Asymptotic Syzygies,1.0,0.0
Degeneration of Kahler-Einstein manifolds of negative scalar curvature,1.0,0.0
"Specialization Method in Krull Dimension two and Euler System Theory
  over Normal Deformation Rings",1.0,1.0
Torsion of elliptic curves and unlikely intersections,1.0,0.0
Zeta Functions of Monomial Deformations of Delsarte Hypersurfaces,1.0,1.0
Characterizing the homogeneous variety F_4(4),1.0,0.0
Single point Seshadri constants on rational surfaces,1.0,0.0
Calabi-Yau 4-folds of Borcea--Voisin type from F-Theory,1.0,0.0
"A Birational Anabelian Reconstruction Theorem for Curves over
  Algebraically Closed Fields in Arbitrary Characteristic",1.0,0.0
Group actions on categories and Elagin's Theorem Revisited,1.0,0.0
"The necessary and sufficient condition for an algebraic integer to be a
  Salem number",0.0,1.0
"A closedness theorem and applications in geometry of rational points
  over Henselian valued fields",1.0,0.0
Remarks on the Birch-Swinnerton-Dyer conjecture,0.0,1.0
Inequalities satisfied by the Andrews spt-function,0.0,1.0
The Gauss map and secants of the Kummer variety,1.0,0.0
Tetrahedral modular graph functions,0.0,1.0
Duality Spectral Sequences for Weierstrass Fibrations and Applications,1.0,0.0
K-stability of cubic threefolds,1.0,0.0
A Pellian equation with primes and applications to D(-1)-quadruples,0.0,1.0
On general type surfaces with $q=1$ and $c_2 = 3 p_g$,1.0,0.0
"Local Euler Obstruction and Chern-Mather classes of Determinantal
  Varieties",1.0,0.0
Sums of three squares and Noether-Lefschetz loci,1.0,0.0
"Existence and density of general components of the Noether-Lefschetz
  locus on normal threefolds",1.0,0.0
Symplectic quotients have symplectic singularities,1.0,0.0
"Ring objects in the equivariant derived Satake category arising from
  Coulomb branches (with an appendix by Gus Lonergan)",1.0,0.0
Generalized Hamming weights of affine cartesian codes,1.0,0.0
On Mori cone of Bott towers,1.0,0.0
On Dris Conjecture about Odd Perfect Numbers,0.0,1.0
"Schubert polynomials, theta and eta polynomials, and Weyl group
  invariants",1.0,0.0
Counting non-uniform lattices,0.0,1.0
Vertex algebras associated with hypertoric varieties,1.0,0.0
"Asymptotic topology of random subcomplexes in a finite simplicial
  complex",1.0,0.0
Vinberg's X_4 Revisited,1.0,0.0
K-polynomials of type A quiver orbit closures and lacing diagrams,1.0,0.0
On the postulation of lines and a fat line,1.0,0.0
Shimura curves in the Prym locus,1.0,0.0
"On the composition of an arbitrary collection of $SU(2)$ spins: An
  Enumerative Combinatoric Approach",0.0,1.0
The slope of surfaces with Albanese dimension one,1.0,0.0
The Moduli Space of Harnack Curves in Toric Surfaces,1.0,0.0
Extension of a theorem of Duffin and Schaeffer,0.0,1.0
Multiplicative properties of the multiplicative group,1.0,0.0
The decomposition groups of plane conics and plane rational cubics,1.0,0.0
Functors of Liftings of Projective Schemes,1.0,0.0
Poisson-Lie structures as shifted Poisson structures,1.0,0.0
"Generic polynomials for cyclic function field extensions over certain
  finite fields",0.0,1.0
Topology of irrationally indifferent attractors,0.0,1.0
"On the trace formula for Hecke operators on congruence subgroups, II",0.0,1.0
BPS jumping loci are automorphic,0.0,1.0
On the cohomology rings of Grassmann varieties and Hilbert schemes,1.0,0.0
Deep-Learning the Landscape,1.0,0.0
Twisted smooth Deligne cohomology,1.0,0.0
"On the intersection motive of certain Shimura varieties: the case of
  Siegel threefolds",1.0,0.0
On the dimension of contact loci and the identifiability of tensors,1.0,0.0
On the global sup-norm of GL(3) cusp forms,0.0,1.0
"Hopf-algebraic techniques applied to super Lie groups over a complete
  field",1.0,0.0
Remark on the roots of generalized Lens equations,1.0,0.0
Length of local cohomology in positive characteristic and ordinarity,1.0,0.0
"$n$-level density of the low-lying zeros of primitive Dirichlet
  $L$-functions",0.0,1.0
On Integral Forms of Specht Modules Labelled by Hook Partitions,0.0,1.0
"On the Diophantine equations $z^2=f(x)^2 \pm g(y)^2$ concerning Laurent
  polynomials",0.0,1.0
Mirror of Atiyah flop in symplectic geometry and stability conditions,1.0,0.0
Sur les plus grands facteurs premiers d'entiers cons\'ecutifs,0.0,1.0
Improving the Burgess bound via Polya-Vinogradov,0.0,1.0
Distributions and wave front sets in the uniform non-archimedean setting,1.0,0.0
Modular Forms and $k$-colored Generalized Frobenius Partitions,0.0,1.0
A characterization of affinely regular polygons,0.0,1.0
"Hypersurfaces in weighted projective spaces over finite fields with
  applications to coding theory",1.0,0.0
Distinguishing Phylogenetic Networks,1.0,0.0
Introduction to tropical series and wave dynamic on them,1.0,0.0
"Third Galois cohomology group of function fields of curves over number
  fields",0.0,1.0
Divisor-sum fibers,0.0,1.0
Cantor series expansions of rational numbers,0.0,1.0
"From partition identities to a combinatorial approach to explicit Satake
  inversion",0.0,1.0
"A note on the Diophantine equations $x^{2}\pm5^{\alpha}\cdot
  p^{n}=y^{n}$",0.0,1.0
A note on the fundamental group of Kodaira fibrations,1.0,0.0
On a common refinement of Stark units and Gross-Stark units,0.0,1.0
"On the rationality of Kawamata log terminal singularities in positive
  characteristic",1.0,0.0
"On the surjectivity of the map of spectra associated to a
  tensor-triangulated functor",1.0,0.0
Behaviour of the least root modulo a prime of a polynomial,0.0,1.0
"On existential definitions of C.E. subsets of rings of functions of
  characteristic 0",0.0,1.0
Projective embedding of pairs and logarithmic K-stability,1.0,0.0
Abelian arithmetic Chern-Simons theory and arithmetic linking numbers,0.0,1.0
Machine Learning of Calabi-Yau Volumes,1.0,0.0
"Powerful numbers in $(1^{\ell}+q^{\ell})(2^{\ell}+q^{\ell})\cdots
  (n^{\ell}+q^{\ell})$",0.0,1.0
"Singularities of Restriction Varieties in $OG(k, n)$",1.0,0.0
Frobenius elements in Galois representations with SL_n image,0.0,1.0
Gerbe patching and a Mayer-Vietoris sequence over arithmetic curves,1.0,0.0
Derived Hecke algebra for weight one forms,0.0,1.0
Constants in Titchmarsh divisor problems for elliptic curves,0.0,1.0
Arithmetic properties of polynomials,0.0,1.0
"The Number of Monodromy Representations of Abelian Varieties of Low
  $p$-Rank",1.0,1.0
Norm coherence for descent of level structures on formal deformations,1.0,1.0
Menon-type identities concerning Dirichlet characters,0.0,1.0
Asymptotic syzygies and higher order embeddings,1.0,0.0
Beyond Polyhedral Homotopies,1.0,0.0
"Structural properties of subadditive families with applications to
  factorization theory",0.0,1.0
Quartic points on the Fermat quintic,0.0,1.0
"Topological and Hodge L-Classes of Singular Covering Spaces and
  Varieties with Trivial Canonical Class",1.0,0.0
Congruences for Restricted Plane Overpartitions Modulo 4 and 8,0.0,1.0
About the Proof of Lang's Height Conjecture,0.0,1.0
When is a polynomial ideal binomial after an ambient automorphism?,1.0,0.0
Hankel tensor decompositions and ranks,1.0,0.0
"The $b$-secant variety of a smooth curve has a codimension $1$ locally
  closed subset whose points have rank at least $b+1$",1.0,0.0
New estimates for the $n$th prime number,0.0,1.0
"A short note on the computation of the generalised Jacobsthal function
  for paired progressions",0.0,1.0
"The minimal volume of log surfaces of general type with positive
  geometric genus",1.0,0.0
Local-global questions for divisibility in commutative algebraic groups,0.0,1.0
Generalized Weierstrass semigroups and their Poincar\'e series,1.0,0.0
Vector-valued Eisenstein series of small weight,0.0,1.0
"A new proof of Hal\'asz's Theorem, and its consequences",0.0,1.0
The Local Lifting Problem for $D_4$,1.0,1.0
A more intuitive proof of a sharp version of Hal\'asz's theorem,0.0,1.0
Tensor powers of rank 1 Drinfeld modules and periods,0.0,1.0
"The Hopf algebra of skew shapes, torsion sheaves on A^n/F_1, and ideals
  in Hall algebras of monoid representations",1.0,0.0
"W\lowercase{eyl} \lowercase {bound for $p$-power twist of} $GL(2)$
  L-\lowercase{functions }",0.0,1.0
Double Covers of Cartan Modular Curves,0.0,1.0
"Nonfreeness of algebras of symmetric Hilbert modular forms of even
  weight for $\mathbb{Q}(\sqrt{d})$ where d>5",0.0,1.0
The variance of the Euler totient function,0.0,1.0
Improving the Estimates for a Sequence Involving Prime Numbers,0.0,1.0
Adjoint orbits of the Jacobi group,1.0,1.0
On the size of quotient of two subsets of positive integers,0.0,1.0
"A Finiteness theorem for positive definite strictly $n$-regular
  quadratic forms",0.0,1.0
Triangles capturing many lattice points,0.0,1.0
The Density of Numbers Represented by Diagonal Forms of Large Degree,0.0,1.0
"On the images of the Galois representations attached to certain RAESDC
  automorphic representations of $\mbox{GL}_n(\mathbb{A}_{\mathbb{Q}})$",0.0,1.0
"Semialgebraic decomposition of real binary forms of a given degree's
  space",1.0,0.0
Universal gradings of orders,0.0,1.0
Genus One Belyi Maps by Quadratic Correspondences,1.0,0.0
The Period map for quantum cohomology of $\mathbb{P}^2$},1.0,0.0
Averages of arithmetic functions over principal ideals,0.0,1.0
Pell Coding and Pell Decoding Methods with Some Applications,0.0,1.0
The Frobenius number for sequences of triangular and tetrahedral numbers,0.0,1.0
Topology of hypersurface singularities,1.0,0.0
"On the Complexity of Exact Counting of Dynamically Irreducible
  Polynomials",0.0,1.0
Branched holomorphic Cartan geometries and Calabi-Yau manifolds,1.0,0.0
"On derived equivalence for Abuaf flop: mutation of non-commutative
  crepant resolutions and spherical twists",1.0,0.0
Mixed $L^p(L^2)$ norms of the lattice point discrepancy,0.0,1.0
Positivity of Cylindric skew Schur functions,1.0,0.0
Weak normalization and seminormalization in real algebraic geometry,1.0,0.0
Reconstructing global fields from Dirichlet L-series,0.0,1.0
"Reconstructing global fields from dynamics in the abelianized Galois
  group",0.0,1.0
"Comparing anticyclotomic Selmer groups of positive coranks for congruent
  modular forms",0.0,1.0
On the realization functor of the derived category of mixed motives,1.0,0.0
"Thresholds, valuations, and K-stability",1.0,0.0
A Generalization of the Gauss-Kuzmin-Wirsing constant,0.0,1.0
Perturbed moments and a longer mollifier for critical zeros of $\zeta$,0.0,1.0
High-rank ternary forms of even degree,1.0,0.0
E_n Jacobi forms and Seiberg-Witten curves,1.0,1.0
On Functional Graphs of Quadratic Polynomials,0.0,1.0
Elliptic Curves with Large Intersection of Projective Torsion Points,1.0,1.0
"On the exponential large sieve inequality for sparse sequences modulo
  primes",0.0,1.0
Reduction and specialization of hyperelliptic continued fractions,0.0,1.0
Equations for some nilpotent varieties,1.0,0.0
Relative semi-ampleness in positive characteristic,1.0,0.0
Some remarks and experiments on Greenberg's p-rationality conjecture,0.0,1.0
The motivic anabelian geometry of local heights on abelian varieties,1.0,1.0
Approximation of maps into spheres by regulous maps,1.0,0.0
A note on Euclidean cyclic cubic fields,0.0,1.0
"The degenerate Schmidt's subspace theorem for moving hypersurface
  targets",0.0,1.0
Simultaneous non-vanishing for Dirichlet L-functions,0.0,1.0
Moduli and Periods of Supersymmetric Curves,1.0,0.0
"Fano-Mukai fourfolds of genus $10$ as compactifications of
  $\mathbb{C}^4$",1.0,0.0
"An explicit triangular integral basis for any separable cubic extension
  of a function field",0.0,1.0
"Abelian varieties isogenous to a power of an elliptic curve over a
  Galois extension",1.0,1.0
t-Aspect Subconvexity Bound for $GL(2)$ L-functions,0.0,1.0
"An explicit conductor formula for ${\rm GL}(n) \times {\rm GL}(1)$ and
  functorial depth preservation",0.0,1.0
"Sign changes of a product of Dirichlet character and Fourier
  coefficients of half integral weight modular forms",0.0,1.0
Higher-genus wall-crossing in the gauged linear sigma model,1.0,0.0
Polynomials and the exponent of matrix multiplication,1.0,0.0
Higher-genus wall-crossing in Landau-Ginzburg theory,1.0,0.0
"On the splitting types of bundles of logarithmic vector fields along
  plane curves",1.0,0.0
"Introduction to a provisional mathematical definition of Coulomb
  branches of $3$-dimensional $\mathcal N=4$ gauge theories",1.0,0.0
"The second moment of period integrals and Rankin-Selberg $L$-functions
  for ${\rm GL}(3)\times{\rm GL}(2)$",0.0,1.0
Bifurcation sets arising from non-integer base expansions,0.0,1.0
A remark on rationally connected varieties and Mori dream spaces,1.0,0.0
Reconstructing toric quiver flag varieties from a tilting bundle,1.0,0.0
"Fibonacci-Like Behavior of the Number of Numerical Semigroups of a Given
  Genus",0.0,1.0
"Differential forms in positive characteristic II: cdh-descent via
  functorial Riemann-Zariski spaces",1.0,0.0
Higher rank sheaves on threefolds and functional equations,1.0,0.0
A note on effective descent for overconvergent isocrystals,0.0,1.0
"Critical orbits of polynomials with a periodic point of specified
  multiplier",0.0,1.0
E(lementary) Strings in Six-Dimensional Heterotic F-Theory,1.0,0.0
"A generalized modified Bessel function and a higher level analogue of
  the theta transformation formula",0.0,1.0
General Variational Formulas for Abelian Differentials,1.0,0.0
A Note on Cyclotomic Integers,0.0,1.0
Counting curves on toric surfaces: tropical geometry and the Fock space,1.0,0.0
"First Moment of Hecke $L$-functions with quartic characters at the
  central point",0.0,1.0
"On the normality of the null-fiber of the moment map for $\theta$- and
  tori representations",1.0,0.0
On the conjecture of Je\'smanowicz,0.0,1.0
Polynomial curves on trinomial hypersurfaces,1.0,0.0
"A tropical characterization of algebraic subvarieties of toric varieties
  over non-archimedean fields",1.0,0.0
On representation zeta functions for special linear groups,1.0,0.0
Intersection Sheaves for Abel maps,1.0,0.0
Two classes of number fields with a non-principal Euclidean ideal,0.0,1.0
"Higher congruences between newforms and Eisenstein series of squarefree
  level",0.0,1.0
Proof of the Matrix-valued P\'olya Positivstellensatz via pure states,1.0,0.0
Incomplete Gauss sums modulo primes,0.0,1.0
Ramanujan-type congruences for $2$-color partition triples,0.0,1.0
On the p-typical de Rham-Witt complex over W(k),0.0,1.0
Some pathologies of Fano manifolds in positive characteristic,1.0,0.0
"When does the Bombieri-Vinogradov Theorem hold for a given
  multiplicative function?",0.0,1.0
"A family of multiple integrals connected with relatives of the Dickman
  function",0.0,1.0
Lines on smooth polarized $K3$-surfaces,1.0,0.0
Chern-Schwartz-MacPherson classes of degeneracy loci,1.0,0.0
The $abc$ Conjecture implies the Weak Diversity Conjecture,1.0,1.0
"The G\""opel variety",1.0,1.0
"Abstract integrable systems on hyperk\""ahler manifolds arising from
  Slodowy slices",1.0,0.0
A remark on Beauville's splitting property,1.0,0.0
"A remark on the Chow ring of some hyperk\""ahler fourfolds",1.0,0.0
Bloch's conjecture for Enriques varieties,1.0,0.0
Algebraic cycles on Fano varieties of some cubics,1.0,0.0
Quantum modular forms and Hecke operators,0.0,1.0
"On multiplicative dependence of values of rational functions and a
  generalisation of the Northcott theorem",0.0,1.0
The existence of $T$-numbers in positive characteristic,0.0,1.0
Tropical Hodge numbers of non-archimedean curves,1.0,1.0
Fixed points and entropy of endomorphisms on simple abelian varieties,1.0,0.0
Rational Right Triangles of a Given Area,0.0,1.0
"Weierstrass preparation theorem and singularities in the space of
  non-degenerate arcs",1.0,0.0
Modular forms for the $A_{1}$-tower,0.0,1.0
"Local topological algebraicity with algebraic coefficients of analytic
  sets or functions",1.0,0.0
Remark on a theorem of H. Hauser on textile maps,1.0,0.0
Popular differences and generalized Sidon sets,0.0,1.0
Special zeta values using tensor powers of Drinfeld modules,0.0,1.0
Quadratic twists of abelian varieties and disparity in Selmer ranks,0.0,1.0
"Compactification of certain K\""ahler manifolds with nonnegative Ricci
  curvature",1.0,0.0
"Preuve simplifi\'ee du th\'eor\`eme de Serret sur les nombres
  \'equivalents",0.0,1.0
3-torsion and conductor of genus 2 curves,0.0,1.0
Affine lines over derivators: Properties,1.0,0.0
A $D$-module approach on the equations of the Rees algebra,1.0,0.0
